Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1er décile du niveau de vie (€),9e décile du niveau de vie (€),Rapport interdécile 9e décile/1er décile
CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
42054,Châtelneuf,121,331,20111,,,,,,,,,,,,,,,,,,,,,,,,
42055,Châtelus,48,137,23639,,,,,,,,,,,,,,,,,,,,,,,,
42056,Chavanay,1197,2958,21805,53,8,,,,,,,,,75.2,66.5,3.1,5.6,25.1,12.7,3.8,2.2,0.8,0.8,-16.8,13345,36315,2.7
42058,Chazelles-sur-Lavieu,120,289,19937,,,,,,,,,,,,,,,,,,,,,,,,
42059,Chazelles-sur-Lyon,2386,5175,19951,45,11,,,,,,,,21,65.8,58.1,2.7,5.0,33.0,9.6,5.3,2.3,1.6,1.3,-13.7,12088,31126,2.6
42060,Chenereilles,197,515,22432,,,,,,,,,,,,,,,,,,,,,,,,
42061,Cherier,224,535,17241,,,,,,,,,,,,,,,,,,,,,,,,
42062,Chevrières,417,1176,20629,,,,,,,,,,,,,,,,,,,,,,,,
42063,Chirassimont,175,408,19271,,,,,,,,,,,,,,,,,,,,,,,,
42064,Chuyer,297,781,24184,,,,,,,,,,,,,,,,,,,,,,,,
42065,Civens,536,1404,22127,,,,,,,,,,,,,,,,,,,,,,,,
42066,Cleppé,220,535,21828,,,,,,,,,,,,,,,,,,,,,,,,
42067,Colombier,127,298,19342,,,,,,,,,,,,,,,,,,,,,,,,
42068,Combre,157,451,21239,,,,,,,,,,,,,,,,,,,,,,,,
42069,Commelle-Vernay,1179,3077,22132,55,,,,,,,,,,67.9,61.2,2.5,4.2,34.5,10.7,3.1,2.0,0.6,0.5,-16.2,14805,36498,2.5
42070,Cordelle,339,850,19673,,,,,,,,,,,,,,,,,,,,,,,,
42071,Le Coteau,3467,6603,19162,44,15,,28,21,,,,,27,56.3,50.3,3.5,2.6,41.7,9.5,6.5,1.8,2.5,2.1,-14.0,10879,30937,2.8
42072,La Côte-en-Couzan,,,,,,,,,,,,,,,,,,,,,,,,,,,
42073,Cottance,297,743,20020,,,,,,,,,,,,,,,,,,,,,,,,
42074,Coutouvre,431,1069,20240,,,,,,,,,,,,,,,,,,,,,,,,
42075,Craintilleux,473,1334,22590,,,,,,,,,,,,,,,,,,,,,,,,
42076,Cremeaux,395,914,18867,,,,,,,,,,,,,,,,,,,,,,,,
42077,Croizet-sur-Gand,137,312,18841,,,,,,,,,,,,,,,,,,,,,,,,
42078,Le Crozet,116,251,19380,,,,,,,,,,,,,,,,,,,,,,,,
42079,Cuinzier,279,705,18775,,,,,,,,,,,,,,,,,,,,,,,,
42081,Cuzieu,557,1522,23244,,,,,,,,,,,,,,,,,,,,,,,,
42083,Dargoire,194,528,26025,,,,,,,,,,,,,,,,,,,,,,,,
42084,Débats-Rivière-d'Orpra,62,142,19822,,,,,,,,,,,,,,,,,,,,,,,,
42085,Doizieux,332,876,22413,,,,,,,,,,,,,,,,,,,,,,,,
42086,Écoche,211,505,18899,,,,,,,,,,,,,,,,,,,,,,,,
42087,Écotay-l'Olme,496,1258,26315,,,,,,,,,,,,,,,,,,,,,,,,
42088,Épercieux-Saint-Paul,275,760,19213,,,,,,,,,,,,,,,,,,,,,,,,
42089,Essertines-en-Châtelneuf,266,715,22023,,,,,,,,,,,,,,,,,,,,,,,,
42090,Essertines-en-Donzy,193,474,20428,,,,,,,,,,,,,,,,,,,,,,,,
42091,Estivareilles,293,700,19687,,,,,,,,,,,,,,,,,,,,,,,,
42092,L'Étrat,1162,2582,26457,65,,,,,,,,,,68.7,53.7,2.0,13.1,31.3,21.9,2.1,0.9,0.6,0.6,-24.0,14676,57543,3.9
42093,Farnay,522,1446,24873,,,,,,,,,,,,,,,,,,,,,,,,
42094,Feurs,3872,7996,18853,40,15,,20,21,15,,,7,26,57.3,51.7,2.8,2.7,38.9,11.3,6.6,2.3,2.5,1.8,-14.1,11155,31619,2.8
42095,Firminy,7770,16621,17820,37,20,31,27,28,20,11,,8,32,56.4,50.3,3.8,2.2,38.8,7.8,9.4,3.3,3.2,2.9,-12.4,10268,28513,2.8
42096,Fontanès,250,653,21029,,,,,,,,,,,,,,,,,,,,,,,,
42097,La Fouillouse,1875,4540,24646,62,6,,,,,,,,,75.5,64.6,2.4,8.5,27.7,15.0,2.6,1.4,0.6,0.6,-20.8,14357,46574,3.2
42098,Fourneaux,235,612,19984,,,,,,,,,,,,,,,,,,,,,,,,
42099,Fraisses,1678,3888,21073,49,10,,,,,,,,22,68.5,62.9,2.8,2.7,32.7,8.0,5.1,2.4,1.5,1.2,-14.3,12631,31713,2.5
42100,La Gimond,100,272,21287,,,,,,,,,,,,,,,,,,,,,,,,
42101,Graix,59,142,20717,,,,,,,,,,,,,,,,,,,,,,,,
42102,Grammond,334,916,20012,,,,,,,,,,,,,,,,,,,,,,,,
42103,La Grand-Croix,1941,4912,19152,40,17,,22,19,,,,7,33,70.3,63.7,3.3,3.3,28.3,6.5,8.5,3.5,2.8,2.2,-13.6,10458,30385,2.9
42104,La Gresle,333,831,19884,,,,,,,,,,,,,,,,,,,,,,,,
42105,Grézieux-le-Fromental,70,210,20707,,,,,,,,,,,,,,,,,,,,,,,,
42106,Grézolles,113,252,18190,,,,,,,,,,,,,,,,,,,,,,,,
42107,Gumières,152,339,18534,,,,,,,,,,,,,,,,,,,,,,,,
42108,L'Hôpital-le-Grand,364,1057,21610,,,,,,,,,,,,,,,,,,,,,,,,
42109,L'Hôpital-sous-Rochefort,61,104,17942,,,,,,,,,,,,,,,,,,,,,,,,
42110,L'Horme,1934,4634,19144,41,15,,,,,,,,29,64.5,58.0,3.6,2.9,33.0,8.1,7.8,3.2,2.6,2.1,-13.4,11054,31825,2.9
42112,Jarnosse,171,452,19136,,,,,,,,,,,,,,,,,,,,,,,,
42113,Jas,96,235,20080,,,,,,,,,,,,,,,,,,,,,,,,
42115,Jonzieux,470,1130,21304,,,,,,,,,,,,,,,,,,,,,,,,
42116,Juré,107,240,19234,,,,,,,,,,,,,,,,,,,,,,,,
42117,Lavieu,43,112,20153,,,,,,,,,,,,,,,,,,,,,,,,
42118,Lay,261,684,20313,,,,,,,,,,,,,,,,,,,,,,,,
42119,Leigneux,162,391,17444,,,,,,,,,,,,,,,,,,,,,,,,
42120,Lentigny,704,1776,21466,,,,,,,,,,,,,,,,,,,,,,,,
42121,Lérigneux,63,152,19389,,,,,,,,,,,,,,,,,,,,,,,,
42122,Lézigneux,660,1775,23576,,,,,,,,,,,,,,,,,,,,,,,,
42123,Lorette,1926,4612,19122,43,15,,,22,,,,8,28,62.4,55.8,3.7,2.9,35.6,7.3,7.6,3.0,2.7,1.9,-12.9,11067,30676,2.8
42124,Lupé,124,305,23146,,,,,,,,,,,,,,,,,,,,,,,,
42125,Luré,65,146,18642,,,,,,,,,,,,,,,,,,,,,,,,
42126,Luriecq,477,1266,20136,,,,,,,,,,,,,,,,,,,,,,,,
42127,Mably,3266,7521,19848,46,15,,22,26,15,,,6,34,56.0,50.3,3.2,2.5,42.9,8.8,6.1,2.5,1.9,1.6,-13.8,11036,31804,2.9
42128,Machézal,159,393,19998,,,,,,,,,,,,,,,,,,,,,,,,
42129,Maclas,756,1759,21325,,,,,,,,,,,,,,,,,,,,,,,,
42130,Magneux-Haute-Rive,198,555,20670,,,,,,,,,,,,,,,,,,,,,,,,
42131,Maizilly,138,335,19853,,,,,,,,,,,,,,,,,,,,,,,,
42132,Malleval,235,615,22085,,,,,,,,,,,,,,,,,,,,,,,,
42133,Marcenod,250,712,20903,,,,,,,,,,,,,,,,,,,,,,,,
42134,Marcilly-le-Châtel,539,1435,20045,,,,,,,,,,,,,,,,,,,,,,,,
42135,Marclopt,191,531,23332,,,,,,,,,,,,,,,,,,,,,,,,
42136,Marcoux,299,759,20110,,,,,,,,,,,,,,,,,,,,,,,,
42137,Margerie-Chantagret,307,791,20451,,,,,,,,,,,,,,,,,,,,,,,,
42138,Maringes,247,673,20390,,,,,,,,,,,,,,,,,,,,,,,,
42139,Marlhes,481,1182,21688,,,,,,,,,,,,,,,,,,,,,,,,
42140,Marols,186,420,22007,,,,,,,,,,,,,,,,,,,,,,,,
42141,Mars,238,561,21065,,,,,,,,,,,,,,,,,,,,,,,,
42142,Merle-Leignec,145,319,20102,,,,,,,,,,,,,,,,,,,,,,,,
42143,Mizérieux,175,469,21297,,,,,,,,,,,,,,,,,,,,,,,,
42145,Montagny,447,1052,19690,,,,,,,,,,,,,,,,,,,,,,,,
42146,Montarcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
42147,Montbrison,7240,15267,20061,45,13,25,14,16,11,8,,5,25,65.7,57.9,3.2,4.6,32.1,11.0,6.4,2.2,2.4,1.9,-15.2,11425,34003,3.0
42148,Montchal,203,475,20459,,,,,,,,,,,,,,,,,,,,,,,,
42149,Montrond-les-Bains,2428,5340,21749,50,8,,,,,,,,15,66.5,60.3,2.9,3.4,34.2,10.4,4.1,1.9,1.2,1.0,-15.2,13292,34083,2.6
42150,Montverdun,486,1287,19954,,,,,,,,,,,,,,,,,,,,,,,,
42151,Mornand-en-Forez,157,390,18740,,,,,,,,,,,,,,,,,,,,,,,,
42152,Nandax,173,503,19886,,,,,,,,,,,,,,,,,,,,,,,,
42153,Neaux,207,520,19869,,,,,,,,,,,,,,,,,,,,,,,,
42154,Néronde,208,435,19356,,,,,,,,,,,,,,,,,,,,,,,,
42155,Nervieux,410,1032,19989,,,,,,,,,,,,,,,,,,,,,,,,
42156,Neulise,528,1279,19543,,,,,,,,,,,,,,,,,,,,,,,,
42157,Noailly,307,822,18937,,,,,,,,,,,,,,,,,,,,,,,,
42158,Les Noës,85,192,19368,,,,,,,,,,,,,,,,,,,,,,,,
42159,Noirétable,706,1459,18856,,,,,,,,,,,,,,,,,,,,,,,,
42160,Nollieux,77,193,19842,,,,,,,,,,,,,,,,,,,,,,,,
42161,Notre-Dame-de-Boisset,222,599,24044,,,,,,,,,,,,,,,,,,,,,,,,
42162,Ouches,465,1181,21483,,,,,,,,,,,,,,,,,,,,,,,,
42163,La Pacaudière,463,991,18913,,,,,,,,,,,,,,,,,,,,,,,,
42164,Palogneux,,,,,,,,,,,,,,,,,,,,,,,,,,,
42165,Panissières,1334,2897,19506,41,9,,,,,,,,,61.8,55.3,2.6,4.0,34.8,11.7,5.1,2.5,1.4,1.2,-13.4,12706,30948,2.4
42166,Parigny,231,619,21083,,,,,,,,,,,,,,,,,,,,,,,,
42167,Pavezin,149,379,20956,,,,,,,,,,,,,,,,,,,,,,,,
42168,Pélussin,1616,3723,21727,53,8,,,,,,,,,74.3,67.5,2.5,4.3,28.4,9.3,3.7,1.9,1.0,0.8,-15.7,13367,35730,2.7
42169,Périgneux,609,1563,21507,,,,,,,,,,,,,,,,,,,,,,,,
42170,Perreux,825,2124,22210,54,,,,,,,,,,67.9,61.3,2.1,4.5,29.0,18.2,3.5,2.1,1.0,0.5,-18.6,14174,38254,2.7
42171,Pinay,122,296,18860,,,,,,,,,,,,,,,,,,,,,,,,
42172,Planfoy,397,1076,24195,,,,,,,,,,,,,,,,,,,,,,,,
42173,Pommiers,151,367,20097,,,,,,,,,,,,,,,,,,,,,,,,
42174,Poncins,424,1112,22240,,,,,,,,,,,,,,,,,,,,,,,,
42175,Pouilly-lès-Feurs,513,1263,20687,,,,,,,,,,,,,,,,,,,,,,,,
42176,Pouilly-les-Nonains,841,2187,21151,53,,,,,,,,,,70.8,62.7,2.5,5.5,30.9,9.2,4.1,2.4,1.1,0.7,-15.0,14349,34619,2.4
42177,Pouilly-sous-Charlieu,1174,2548,19495,40,12,,,,,,,,,59.9,52.3,2.8,4.8,38.6,10.1,4.8,2.2,1.4,1.2,-13.4,12104,31089,2.6
42178,Pradines,284,744,21959,,,,,,,,,,,,,,,,,,,,,,,,
42179,Pralong,343,902,21614,,,,,,,,,,,,,,,,,,,,,,,,
42180,Précieux,371,983,20911,,,,,,,,,,,,,,,,,,,,,,,,
42181,Régny,581,1338,17924,,,,,,,,,,,,,,,,,,,,,,,,
42182,Renaison,1356,3164,21425,53,9,,,,,,,,,64.8,57.0,2.4,5.4,36.0,11.6,3.7,1.9,1.0,0.8,-16.1,13184,36337,2.8
42183,La Ricamarie,3132,7757,15782,30,32,48,45,40,29,16,,14,49,57.5,50.5,4.7,2.3,32.3,6.2,14.7,5.1,5.4,4.2,-10.7,8479,26001,3.1
42184,Riorges,4931,10825,20577,49,10,,12,15,10,,,5,22,62.5,54.2,2.9,5.4,37.0,11.8,4.8,2.0,1.5,1.3,-16.1,12430,35335,2.8
42185,Rivas,229,658,25390,,,,,,,,,,,,,,,,,,,,,,,,
42186,Rive-de-Gier,6117,14707,17260,34,23,34,23,28,23,16,,9,36,65.8,59.5,4.3,2.0,29.3,6.7,10.5,4.0,3.5,3.0,-12.3,9599,28370,3.0
42187,Roanne,17368,32403,17484,39,23,31,31,32,26,13,7,8,35,57.0,49.6,3.7,3.7,37.6,10.6,8.9,2.3,3.7,3.0,-14.1,9421,30519,3.2
42188,Roche,111,267,17742,,,,,,,,,,,,,,,,,,,,,,,,
42189,Roche-la-Molière,4362,9962,20365,48,10,,16,13,10,,,5,23,67.8,61.3,3.1,3.4,33.5,7.7,5.5,2.4,1.6,1.5,-14.5,12337,32079,2.6
42191,Roisey,393,992,21507,,,,,,,,,,,,,,,,,,,,,,,,
42192,Rozier-Côtes-d'Aurec,204,445,20584,,,,,,,,,,,,,,,,,,,,,,,,
42193,Rozier-en-Donzy,626,1496,19841,,,,,,,,,,,,,,,,,,,,,,,,
42194,Sail-les-Bains,94,216,17501,,,,,,,,,,,,,,,,,,,,,,,,
42195,Sail-sous-Couzan,467,966,18104,,,,,,,,,,,,,,,,,,,,,,,,
42196,Sainte-Agathe-en-Donzy,53,113,19056,,,,,,,,,,,,,,,,,,,,,,,,
42197,Sainte-Agathe-la-Bouteresse,434,1040,18804,,,,,,,,,,,,,,,,,,,,,,,,
42198,Saint-Alban-les-Eaux,397,933,21695,,,,,,,,,,,,,,,,,,,,,,,,
42199,Saint-André-d'Apchon,820,1992,21680,,,,,,,,,,,,,,,,,,,,,,,,
42200,Saint-André-le-Puy,594,1553,21924,,,,,,,,,,,,,,,,,,,,,,,,
42201,Saint-Appolinard,265,669,21550,,,,,,,,,,,,,,,,,,,,,,,,
42202,Saint-Barthélemy-Lestra,265,671,20622,,,,,,,,,,,,,,,,,,,,,,,,
42203,Saint-Bonnet-des-Quarts,162,335,18133,,,,,,,,,,,,,,,,,,,,,,,,
42204,Saint-Bonnet-le-Château,702,1380,18490,,,,,,,,,,,,,,,,,,,,,,,,
42205,Saint-Bonnet-le-Courreau,305,692,17584,,,,,,,,,,,,,,,,,,,,,,,,
42206,Saint-Bonnet-les-Oules,628,1714,28509,,,,,,,,,,,,,,,,,,,,,,,,
42207,Saint-Chamond,15036,34926,18487,41,20,30,27,23,19,13,9,8,33,64.6,57.2,3.6,3.9,32.6,8.5,8.3,3.1,2.9,2.3,-14.0,10233,31200,3.0
42208,Saint-Christo-en-Jarez,691,1869,21816,,,,,,,,,,,,,,,,,,,,,,,,
42209,Sainte-Colombe-sur-Gand,172,412,19903,,,,,,,,,,,,,,,,,,,,,,,,
42210,Sainte-Croix-en-Jarez,179,457,22065,,,,,,,,,,,,,,,,,,,,,,,,
42211,Saint-Cyprien,971,2445,21951,57,,,,,,,,,,74.1,66.3,2.4,5.4,27.8,10.8,3.7,2.0,1.0,0.7,-16.4,14217,35461,2.5
42212,Saint-Cyr-de-Favières,339,926,21749,,,,,,,,,,,,,,,,,,,,,,,,
42213,Saint-Cyr-de-Valorges,124,315,18452,,,,,,,,,,,,,,,,,,,,,,,,
42214,Saint-Cyr-les-Vignes,395,1039,22227,,,,,,,,,,,,,,,,,,,,,,,,
42215,Saint-Denis-de-Cabanne,560,1258,19437,,,,,,,,,,,,,,,,,,,,,,,,
42216,Saint-Denis-sur-Coise,236,671,20948,,,,,,,,,,,,,,,,,,,,,,,,
42217,Saint-Didier-sur-Rochefort,187,378,17417,,,,,,,,,,,,,,,,,,,,,,,,
42218,Saint-Étienne,74084,154262,17765,42,25,37,30,32,24,14,11,9,39,63.0,55.1,3.7,4.1,33.5,9.3,9.5,2.8,3.7,3.0,-15.3,9205,32367,3.5
42219,Saint-Étienne-le-Molard,388,1039,20405,,,,,,,,,,,,,,,,,,,,,,,,
42220,Saint-Forgeux-Lespinasse,228,630,19149,,,,,,,,,,,,,,,,,,,,,,,,
42221,Sainte-Foy-Saint-Sulpice,191,509,20639,,,,,,,,,,,,,,,,,,,,,,,,
42222,Saint-Galmier,2298,5493,23923,60,7,,,,,,,,14,72.7,64.8,2.2,5.7,27.9,15.3,3.2,1.6,0.9,0.7,-19.1,13998,41617,3.0
42223,Saint-Genest-Lerpt,2654,6179,22577,57,9,,,,,,,,17,74.0,63.4,2.8,7.8,29.5,11.7,4.0,2.0,1.0,1.0,-19.2,12898,39239,3.0
42224,Saint-Genest-Malifaux,1141,2728,22893,57,,,,,,,,,,74.6,63.3,2.1,9.1,28.9,9.9,3.2,1.8,0.7,0.7,-16.6,14091,37926,2.7
42225,Genilac,1472,3961,22540,56,6,,,,,,,,,80.1,74.3,2.5,3.4,23.8,7.1,4.0,2.5,0.9,0.6,-15.0,14152,33988,2.4
42226,Saint-Georges-de-Baroille,167,401,19851,,,,,,,,,,,,,,,,,,,,,,,,
42227,Saint-Georges-en-Couzan,196,418,18345,,,,,,,,,,,,,,,,,,,,,,,,
42228,Saint-Georges-Haute-Ville,567,1479,21089,,,,,,,,,,,,,,,,,,,,,,,,
42229,Saint-Germain-la-Montagne,101,231,19223,,,,,,,,,,,,,,,,,,,,,,,,
42230,Saint-Germain-Laval,721,1497,18430,,,,,,,,,,,,,,,,,,,,,,,,
42231,Saint-Germain-Lespinasse,498,1215,19322,,,,,,,,,,,,,,,,,,,,,,,,
42232,Saint-Haon-le-Châtel,260,612,21451,,,,,,,,,,,,,,,,,,,,,,,,
42233,Saint-Haon-le-Vieux,373,947,21261,,,,,,,,,,,,,,,,,,,,,,,,
42234,Saint-Héand,1489,3618,23315,57,6,,,,,,,,,76.1,66.3,2.0,7.8,28.6,10.9,2.8,1.7,0.6,0.5,-18.4,14351,39664,2.8
42235,Saint-Hilaire-Cusson-la-Valmitte,153,332,20103,,,,,,,,,,,,,,,,,,,,,,,,
42236,Saint-Hilaire-sous-Charlieu,197,550,20386,,,,,,,,,,,,,,,,,,,,,,,,
42237,Saint-Jean-Bonnefonds,2684,6549,21657,54,9,,,11,,,,,20,73.4,66.9,2.8,3.7,29.2,8.2,4.8,2.3,1.3,1.2,-15.6,12890,34747,2.7
42238,Saint-Jean-la-Vêtre,155,319,17318,,,,,,,,,,,,,,,,,,,,,,,,
42239,Saint-Jean-Saint-Maurice-sur-Loire,464,1165,20423,,,,,,,,,,,,,,,,,,,,,,,,
42240,Saint-Jean-Soleymieux,331,746,18988,,,,,,,,,,,,,,,,,,,,,,,,
42241,Saint-Jodard,146,338,20118,,,,,,,,,,,,,,,,,,,,,,,,
42242,Saint-Joseph,716,1960,22733,,,,,,,,,,,,,,,,,,,,,,,,
42243,Saint-Julien-d'Oddes,100,266,19070,,,,,,,,,,,,,,,,,,,,,,,,
42245,Vêtre-sur-Anzon,256,546,17311,,,,,,,,,,,,,,,,,,,,,,,,
42246,Saint-Julien-Molin-Molette,495,1077,19446,,,,,,,,,,,,,,,,,,,,,,,,
42247,Saint-Just-en-Bas,122,276,17496,,,,,,,,,,,,,,,,,,,,,,,,
42248,Saint-Just-en-Chevalet,512,1032,18166,,,,,,,,,,,,,,,,,,,,,,,,
42249,Saint-Just-la-Pendue,673,1545,19225,,,,,,,,,,,,,,,,,,,,,,,,
42251,Saint-Laurent-la-Conche,228,615,21760,,,,,,,,,,,,,,,,,,,,,,,,
42252,Saint-Laurent-Rochefort,110,235,17744,,,,,,,,,,,,,,,,,,,,,,,,
42253,Saint-Léger-sur-Roanne,450,1169,21961,,,,,,,,,,,,,,,,,,,,,,,,
42254,Saint-Marcel-de-Félines,310,756,19690,,,,,,,,,,,,,,,,,,,,,,,,
42255,Saint-Marcel-d'Urfé,121,272,17443,,,,,,,,,,,,,,,,,,,,,,,,
42256,Saint-Marcellin-en-Forez,1918,4832,21648,52,9,,,,,,,,23,76.2,68.9,2.5,4.8,25.8,8.1,4.8,2.6,1.2,1.0,-14.9,12752,33652,2.6
42257,Saint-Martin-d'Estréaux,398,832,18201,,,,,,,,,,,,,,,,,,,,,,,,
42259,Saint-Martin-la-Plaine,1472,3816,23683,57,,,,,,,,,,76.2,69.4,2.6,4.2,26.5,9.6,3.8,2.2,0.8,0.7,-16.1,14316,37533,2.6
42260,Saint-Martin-la-Sauveté,381,856,19066,,,,,,,,,,,,,,,,,,,,,,,,
42261,Saint-Martin-Lestra,361,919,19280,,,,,,,,,,,,,,,,,,,,,,,,
42262,Saint-Maurice-en-Gourgois,705,1824,21307,,,,,,,,,,,,,,,,,,,,,,,,
42264,Saint-Médard-en-Forez,394,1046,21622,,,,,,,,,,,,,,,,,,,,,,,,
42265,Saint-Michel-sur-Rhône,334,842,23762,,,,,,,,,,,,,,,,,,,,,,,,
42266,Saint-Nizier-de-Fornas,279,665,20730,,,,,,,,,,,,,,,,,,,,,,,,
42267,Saint-Nizier-sous-Charlieu,645,1687,21343,,,,,,,,,,,,,,,,,,,,,,,,
42268,Vézelin-sur-Loire,326,798,19093,,,,,,,,,,,,,,,,,,,,,,,,
42269,Saint-Paul-d'Uzore,62,173,23238,,,,,,,,,,,,,,,,,,,,,,,,
42270,Saint-Paul-en-Cornillon,541,1362,24892,,,,,,,,,,,,,,,,,,,,,,,,
42271,Saint-Paul-en-Jarez,1821,4680,20831,48,11,,,,,,,,22,71.8,64.7,2.8,4.2,27.3,9.8,6.3,3.2,1.7,1.4,-15.2,12071,34264,2.8
42272,Saint-Pierre-de-Boeuf,718,1670,21307,,,,,,,,,,,,,,,,,,,,,,,,
42273,Saint-Pierre-la-Noaille,156,398,21511,,,,,,,,,,,,,,,,,,,,,,,,
42274,Saint-Polgues,109,268,18343,,,,,,,,,,,,,,,,,,,,,,,,
42275,Saint-Priest-en-Jarez,2667,6009,23239,63,8,,,,,,,,14,71.9,63.7,2.1,6.1,29.5,15.6,3.4,1.5,1.0,1.0,-20.4,13504,43449,3.2
42276,Saint-Priest-la-Prugne,205,423,19251,,,,,,,,,,,,,,,,,,,,,,,,
42277,Saint-Priest-la-Roche,143,336,20716,,,,,,,,,,,,,,,,,,,,,,,,
42278,Saint-Priest-la-Vêtre,72,161,18935,,,,,,,,,,,,,,,,,,,,,,,,
42279,Saint-Just-Saint-Rambert,6020,14595,23466,60,7,,9,9,7,,,5,17,74.2,64.0,2.4,7.8,28.0,13.0,3.4,1.8,0.8,0.8,-18.6,13725,40784,3.0
42280,Saint-Régis-du-Coin,143,393,20771,,,,,,,,,,,,,,,,,,,,,,,,
42281,Saint-Rirand,64,131,15599,,,,,,,,,,,,,,,,,,,,,,,,
42282,Saint-Romain-d'Urfé,107,241,17146,,,,,,,,,,,,,,,,,,,,,,,,
42283,Saint-Romain-en-Jarez,491,1239,20935,,,,,,,,,,,,,,,,,,,,,,,,
42284,Saint-Romain-la-Motte,601,1552,21698,,,,,,,,,,,,,,,,,,,,,,,,
42285,Saint-Romain-le-Puy,1616,4017,20878,45,8,,,,,,,,,75.2,67.9,3.3,4.0,26.2,7.5,5.1,2.8,1.2,1.1,-14.0,13209,30982,2.3
42286,Saint-Romain-les-Atheux,369,986,22390,,,,,,,,,,,,,,,,,,,,,,,,
42287,Saint-Sauveur-en-Rue,423,1013,18639,,,,,,,,,,,,,,,,,,,,,,,,
42288,Saint-Sixte,281,697,19350,,,,,,,,,,,,,,,,,,,,,,,,
42289,Saint-Symphorien-de-Lay,733,1798,19560,,,,,,,,,,,,,,,,,,,,,,,,
42290,Saint-Thomas-la-Garde,239,623,22991,,,,,,,,,,,,,,,,,,,,,,,,
42293,Saint-Victor-sur-Rhins,459,1183,20087,,,,,,,,,,,,,,,,,,,,,,,,
42294,Saint-Vincent-de-Boisset,386,1019,23814,,,,,,,,,,,,,,,,,,,,,,,,
42295,Les Salles,202,491,18186,,,,,,,,,,,,,,,,,,,,,,,,
42296,Salt-en-Donzy,215,564,21815,,,,,,,,,,,,,,,,,,,,,,,,
42297,Salvizinet,238,608,23586,,,,,,,,,,,,,,,,,,,,,,,,
42298,Sauvain,171,378,17639,,,,,,,,,,,,,,,,,,,,,,,,
42299,Savigneux,1496,3496,21605,51,8,,,,,,,,,67.3,59.3,2.5,5.5,31.4,13.1,4.0,2.1,1.1,0.9,-15.8,13012,34886,2.7
42300,Sevelinges,255,646,19985,,,,,,,,,,,,,,,,,,,,,,,,
42301,Soleymieux,290,666,20539,,,,,,,,,,,,,,,,,,,,,,,,
42302,Sorbiers,3298,8240,23326,59,6,,,,,,,,18,73.2,66.1,2.3,4.8,30.4,10.5,3.5,1.9,0.8,0.8,-17.6,13858,38911,2.8
42303,Souternon,133,295,18234,,,,,,,,,,,,,,,,,,,,,,,,
42304,Sury-le-Comtal,2597,6582,18972,41,15,,17,18,,,,10,29,72.4,64.2,3.3,4.9,25.6,8.6,7.3,3.6,2.0,1.7,-13.9,11028,29380,2.7
42305,La Talaudière,2815,6242,21748,52,9,,,,,,,,17,66.1,59.5,2.7,3.9,35.3,11.0,4.5,1.9,1.4,1.2,-16.9,13055,36048,2.8
42306,Tarentaise,197,479,22337,,,,,,,,,,,,,,,,,,,,,,,,
42307,Tartaras,290,841,22674,,,,,,,,,,,,,,,,,,,,,,,,
42308,La Terrasse-sur-Dorlay,304,767,21214,,,,,,,,,,,,,,,,,,,,,,,,
42310,Thélis-la-Combe,72,157,19250,,,,,,,,,,,,,,,,,,,,,,,,
42311,La Tour-en-Jarez,511,1349,26564,,,,,,,,,,,,,,,,,,,,,,,,
42312,La Tourette,244,599,22178,,,,,,,,,,,,,,,,,,,,,,,,
42313,Trelins,266,661,20182,,,,,,,,,,,,,,,,,,,,,,,,
42314,La Tuilière,136,296,17738,,,,,,,,,,,,,,,,,,,,,,,,
42315,Unias,147,418,23070,,,,,,,,,,,,,,,,,,,,,,,,
42316,Unieux,3620,8631,20215,46,12,,16,16,13,,,6,25,68.5,61.8,3.1,3.6,31.7,8.2,6.5,3.0,1.8,1.7,-14.9,11859,32111,2.7
42317,Urbise,59,128,16298,,,,,,,,,,,,,,,,,,,,,,,,
42318,Usson-en-Forez,619,1340,18389,,,,,,,,,,,,,,,,,,,,,,,,
42319,Valeille,256,724,20510,,,,,,,,,,,,,,,,,,,,,,,,
