Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1er décile du niveau de vie (€),9e décile du niveau de vie (€),Rapport interdécile 9e décile/1er décile
CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
28347,Saint-Lubin-de-la-Haye,359,963,25711,,,,,,,,,,,,,,,,,,,,,,,,
28348,Saint-Lubin-des-Joncherets,1588,3794,19810,48,12,,,,,,,,27,67.9,62.0,3.1,2.8,34.7,5.3,5.9,2.9,1.6,1.3,-13.8,11522,29856,2.6
28349,Saint-Lucien,100,247,27652,,,,,,,,,,,,,,,,,,,,,,,,
28350,Saint-Luperce,369,930,23742,,,,,,,,,,,,,,,,,,,,,,,,
28351,Saint-Maixme-Hauterive,169,421,22922,,,,,,,,,,,,,,,,,,,,,,,,
28352,Saint-Martin-de-Nigelles,596,1631,25869,,,,,,,,,,,,,,,,,,,,,,,,
28353,Saint-Maur-sur-le-Loir,166,414,22218,,,,,,,,,,,,,,,,,,,,,,,,
28354,Saint-Maurice-Saint-Germain,151,376,20027,,,,,,,,,,,,,,,,,,,,,,,,
28355,Saint-Ouen-Marchefroy,120,303,26570,,,,,,,,,,,,,,,,,,,,,,,,
28357,Saint-Piat,472,1088,24860,,,,,,,,,,,,,,,,,,,,,,,,
28358,Saint-Prest,843,2178,26425,72,,,,,,,,,,78.6,67.2,2.4,9.0,30.0,10.4,2.0,1.2,0.4,0.4,-21.0,15728,45407,2.9
28359,Saint-Rémy-sur-Avre,1521,3841,19556,44,15,,,,,,,,32,71.1,64.5,4.3,2.3,29.8,4.2,7.2,3.6,2.0,1.6,-12.3,11092,29585,2.7
28360,Saint-Sauveur-Marville,338,917,22964,,,,,,,,,,,,,,,,,,,,,,,,
28362,Saint-Victor-de-Buthon,222,528,19842,,,,,,,,,,,,,,,,,,,,,,,,
28363,Sainville,369,985,22685,,,,,,,,,,,,,,,,,,,,,,,,
28364,Sancheville,324,770,19513,,,,,,,,,,,,,,,,,,,,,,,,
28365,Sandarville,159,421,23562,,,,,,,,,,,,,,,,,,,,,,,,
28366,Santeuil,112,312,21481,,,,,,,,,,,,,,,,,,,,,,,,
28367,Santilly,130,327,21344,,,,,,,,,,,,,,,,,,,,,,,,
28368,La Saucelle,67,166,19953,,,,,,,,,,,,,,,,,,,,,,,,
28369,Saulnières,248,725,22050,,,,,,,,,,,,,,,,,,,,,,,,
28370,Saumeray,184,463,20640,,,,,,,,,,,,,,,,,,,,,,,,
28371,Saussay,441,1089,22669,,,,,,,,,,,,,,,,,,,,,,,,
28372,Senantes,232,573,24847,,,,,,,,,,,,,,,,,,,,,,,,
28373,Senonches,1408,2966,19227,43,15,,,,,,,,30,55.9,47.6,2.8,5.5,43.0,8.8,5.9,2.2,2.1,1.6,-13.6,10886,31005,2.8
28374,Serazereux,191,535,22562,,,,,,,,,,,,,,,,,,,,,,,,
28375,Serville,138,382,22793,,,,,,,,,,,,,,,,,,,,,,,,
28377,Sorel-Moussel,710,1782,23587,,,,,,,,,,,,,,,,,,,,,,,,
28378,Souancé-au-Perche,225,530,20194,,,,,,,,,,,,,,,,,,,,,,,,
28379,Soulaires,179,453,25077,,,,,,,,,,,,,,,,,,,,,,,,
28380,Sours,725,1911,23324,,,,,,,,,,,,,,,,,,,,,,,,
28382,Terminiers,360,867,20553,,,,,,,,,,,,,,,,,,,,,,,,
28383,Theuville,270,720,21825,,,,,,,,,,,,,,,,,,,,,,,,
28385,Le Thieulin,164,425,20504,,,,,,,,,,,,,,,,,,,,,,,,
28386,Thimert-Gâtelles,465,1285,21929,,,,,,,,,,,,,,,,,,,,,,,,
28387,Thiron-Gardais,442,959,18459,,,,,,,,,,,,,,,,,,,,,,,,
28388,Thivars,445,1104,23659,,,,,,,,,,,,,,,,,,,,,,,,
28389,Thiville,153,347,21086,,,,,,,,,,,,,,,,,,,,,,,,
28390,Tillay-le-Péneux,133,326,20705,,,,,,,,,,,,,,,,,,,,,,,,
28391,Toury,1147,2650,19977,48,10,,,,,,,,,71.4,63.0,2.9,5.6,31.5,6.7,5.2,2.6,1.4,1.2,-14.8,12449,30940,2.5
28392,Trancrainville,61,147,21369,,,,,,,,,,,,,,,,,,,,,,,,
28393,Tremblay-les-Villages,885,2393,21351,56,,,,,,,,,,86.2,77.7,4.2,4.4,18.0,7.1,4.3,2.9,0.8,0.6,-15.6,13497,32938,2.4
28394,Tréon,541,1412,21696,,,,,,,,,,,,,,,,,,,,,,,,
28395,Trizay-Coutretot-Saint-Serge,178,443,22063,,,,,,,,,,,,,,,,,,,,,,,,
28396,Trizay-lès-Bonneval,119,291,22392,,,,,,,,,,,,,,,,,,,,,,,,
28397,Umpeau,156,408,23364,,,,,,,,,,,,,,,,,,,,,,,,
28398,Unverre,501,1162,20294,,,,,,,,,,,,,,,,,,,,,,,,
28400,Varize,78,199,21501,,,,,,,,,,,,,,,,,,,,,,,,
28401,Vaupillon,194,467,21359,,,,,,,,,,,,,,,,,,,,,,,,
28403,Ver-lès-Chartres,320,804,26076,,,,,,,,,,,,,,,,,,,,,,,,
28404,Vernouillet,4556,12294,17784,40,23,,27,29,22,16,,11,37,65.4,58.9,4.6,1.9,31.5,5.6,10.3,4.9,2.9,2.5,-12.8,9712,28530,2.9
28405,Vert-en-Drouais,435,1117,23423,,,,,,,,,,,,,,,,,,,,,,,,
28406,Éole-en-Beauce,495,1224,20706,,,,,,,,,,,,,,,,,,,,,,,,
28407,Vichères,125,313,19490,,,,,,,,,,,,,,,,,,,,,,,,
28408,Vierville,45,118,20085,,,,,,,,,,,,,,,,,,,,,,,,
28409,Vieuvicq,179,460,20710,,,,,,,,,,,,,,,,,,,,,,,,
28410,Villampuy,116,309,20725,,,,,,,,,,,,,,,,,,,,,,,,
28411,Villars,63,163,19552,,,,,,,,,,,,,,,,,,,,,,,,
28414,Villebon,,,,,,,,,,,,,,,,,,,,,,,,,,,
28415,Villemeux-sur-Eure,675,1662,22945,,,,,,,,,,,,,,,,,,,,,,,,
28417,Villiers-le-Morhier,530,1375,25719,,,,,,,,,,,,,,,,,,,,,,,,
28418,Villiers-Saint-Orien,79,171,21307,,,,,,,,,,,,,,,,,,,,,,,,
28419,Vitray-en-Beauce,121,347,20802,,,,,,,,,,,,,,,,,,,,,,,,
28421,Voise,115,283,22562,,,,,,,,,,,,,,,,,,,,,,,,
28422,Les Villages Vovéens,1624,3895,20154,50,14,,,,,,,,30,67.9,60.4,3.0,4.5,31.2,9.0,5.6,2.9,1.4,1.3,-13.7,11385,31499,2.8
28423,Yermenonville,234,579,26264,,,,,,,,,,,,,,,,,,,,,,,,
28424,Yèvres,763,1643,20721,,,,,,,,,,,,,,,,,,,,,,,,
28425,Ymeray,242,629,24340,,,,,,,,,,,,,,,,,,,,,,,,
28426,Ymonville,204,496,20938,,,,,,,,,,,,,,,,,,,,,,,,
29001,Argol,412,928,18436,,,,,,,,,,,,,,,,,,,,,,,,
29002,Arzano,565,1304,19646,,,,,,,,,,,,,,,,,,,,,,,,
29003,Audierne,1938,3593,20282,45,12,,,,,,,8,28,43.0,34.0,2.5,6.4,56.7,10.7,3.9,1.1,1.7,1.1,-14.3,11586,35235,3.0
29004,Bannalec,2460,5602,19685,44,11,,,,,,,9,24,66.6,56.2,3.9,6.6,33.8,8.0,4.9,2.3,1.6,1.0,-13.3,12205,30042,2.5
29005,Baye,494,1195,22467,,,,,,,,,,,,,,,,,,,,,,,,
29006,Bénodet,1869,3619,24905,63,8,,,,,,,,,50.9,40.8,2.2,8.0,49.7,17.1,2.2,0.8,0.9,0.5,-19.9,13399,45498,3.4
29007,Berrien,449,896,18249,,,,,,,,,,,,,,,,,,,,,,,,
29008,Beuzec-Cap-Sizun,464,1036,20104,,,,,,,,,,,,,,,,,,,,,,,,
29010,Bodilis,556,1458,19785,,,,,,,,,,,,,,,,,,,,,,,,
29011,Bohars,1258,3276,25975,71,,,,,,,,,,73.1,63.8,1.9,7.4,34.7,9.1,2.7,1.6,0.6,0.5,-19.6,15952,42519,2.7
29012,Bolazec,92,177,17405,,,,,,,,,,,,,,,,,,,,,,,,
29013,Botmeur,102,187,18839,,,,,,,,,,,,,,,,,,,,,,,,
29014,Botsorhel,192,420,17814,,,,,,,,,,,,,,,,,,,,,,,,
29015,Bourg-Blanc,1339,3432,21515,51,6,,,,,,,,,76.3,67.2,3.1,5.9,26.4,7.9,4.2,2.7,0.8,0.7,-14.8,14003,32166,2.3
29016,Brasparts,439,909,18466,,,,,,,,,,,,,,,,,,,,,,,,
29017,Brélès,343,889,21152,,,,,,,,,,,,,,,,,,,,,,,,
29018,Brennilis,218,441,17704,,,,,,,,,,,,,,,,,,,,,,,,
29019,Brest,63108,122402,19317,46,18,29,21,20,16,9,6,5,32,70.3,62.6,3.7,4.1,30.0,7.3,8.1,2.2,3.2,2.6,-15.7,10330,33693,3.3
29020,Briec,2254,5478,19702,42,10,,,,,,,7,20,72.7,64.5,3.0,5.3,26.2,7.9,6.5,3.1,1.9,1.5,-13.3,12418,29824,2.4
29021,Plounéour-Brignogan-plages,1014,2040,20713,48,13,,,,,,,,,52.2,41.8,3.5,6.9,49.0,10.6,3.5,1.3,1.4,0.7,-15.3,11609,35353,3.0
29022,Camaret-sur-Mer,1288,2460,20605,49,11,,,,,,,,,45.8,36.1,3.1,6.6,54.5,10.2,3.6,1.4,1.4,0.8,-14.1,12307,35522,2.9
29023,Carantec,1647,3300,24953,63,7,,,,,,,,,53.7,42.9,2.3,8.6,49.7,15.8,2.3,0.9,0.8,0.6,-21.5,13584,48025,3.5
29024,Carhaix-Plouguer,3523,6806,19548,44,14,,,20,,,,7,29,57.1,47.5,2.9,6.7,42.5,7.8,6.7,2.0,2.9,1.9,-14.1,11095,31385,2.8
29025,Cast,682,1598,19582,,,,,,,,,,,,,,,,,,,,,,,,
29026,Châteaulin,2234,4853,19445,44,13,,,,,,,,22,68.4,60.5,3.0,4.8,31.3,8.4,6.9,2.5,2.5,1.9,-15.0,11593,31596,2.7
29027,Châteauneuf-du-Faou,1661,3486,19045,40,13,,,,,,,8,30,60.8,51.3,2.9,6.5,38.7,8.2,5.4,2.2,1.9,1.3,-13.1,11685,30170,2.6
29028,Cléden-Cap-Sizun,451,885,18507,,,,,,,,,,,,,,,,,,,,,,,,
29029,Cléden-Poher,502,1129,19775,,,,,,,,,,,,,,,,,,,,,,,,
29030,Cléder,1706,3797,19781,44,11,,,,,,,9,,65.6,51.4,2.9,11.3,34.0,9.1,4.8,2.2,1.6,1.0,-13.5,12177,32039,2.6
29031,Clohars-Carnoët,2194,4729,22261,54,8,,,,,,,6,,58.0,47.9,2.8,7.3,44.9,11.5,3.2,1.5,1.0,0.7,-17.6,12976,38637,3.0
29032,Clohars-Fouesnant,920,2168,22840,58,,,,,,,,,,62.4,53.7,3.2,5.5,38.1,13.6,3.2,1.8,0.8,0.6,-17.3,14292,40195,2.8
29033,Le Cloître-Pleyben,230,495,17761,,,,,,,,,,,,,,,,,,,,,,,,
29034,Le Cloître-Saint-Thégonnec,264,625,19182,,,,,,,,,,,,,,,,,,,,,,,,
29035,Coat-Méal,394,1102,21182,,,,,,,,,,,,,,,,,,,,,,,,
29036,Collorec,292,589,17123,,,,,,,,,,,,,,,,,,,,,,,,
29037,Combrit,1888,4212,23563,59,6,,,,,,,,,63.9,54.5,2.5,7.0,38.7,12.4,2.6,1.2,0.8,0.6,-17.6,14192,40935,2.9
29038,Commana,449,990,17499,,,,,,,,,,,,,,,,,,,,,,,,
29039,Concarneau,10256,20154,20835,50,11,,15,15,14,6,,5,24,58.1,49.6,3.2,5.3,41.9,11.5,4.8,1.4,1.9,1.4,-16.3,12020,35993,3.0
29040,Le Conquet,1281,2712,23933,59,,,,,,,,,,55.6,45.5,2.6,7.5,45.7,12.5,2.9,1.4,0.8,0.7,-16.7,13736,41810,3.0
29041,Coray,814,1858,19685,,,,,,,,,,,,,,,,,,,,,,,,
29042,Crozon,3796,7783,20526,51,11,,,,14,,,7,21,53.1,44.4,3.0,5.7,47.4,10.4,4.1,1.7,1.5,0.9,-15.0,12187,35087,2.9
29043,Daoulas,738,1767,23209,,,,,,,,,,,,,,,,,,,,,,,,
29044,Dinéault,586,1363,19273,,,,,,,,,,,,,,,,,,,,,,,,
29045,Dirinon,905,2348,22613,59,,,,,,,,,,74.4,66.5,2.7,5.2,29.1,9.0,3.3,1.9,0.8,0.6,-15.8,14833,35089,2.4
29046,Douarnenez,7349,13936,19641,44,14,,18,23,15,7,,7,30,55.2,46.1,3.8,5.3,44.5,9.5,5.6,1.6,2.4,1.6,-14.8,11279,32775,2.9
29047,Le Drennec,714,1887,21117,,,,,,,,,,,,,,,,,,,,,,,,
29048,Edern,896,2283,19956,43,,,,,,,,,,76.8,68.0,3.3,5.5,24.0,7.1,5.1,3.1,1.1,0.8,-13.0,13385,29556,2.2
29049,Elliant,1361,3240,20572,44,9,,,,,,,,,73.0,64.4,3.0,5.5,26.4,8.9,5.3,2.6,1.6,1.0,-13.6,12720,30855,2.4
29051,Ergué-Gabéric,3410,8298,22212,57,6,,,,,,,5,17,70.5,63.7,2.2,4.6,32.6,8.2,4.1,2.2,1.1,0.9,-15.4,14128,33885,2.4
29053,Le Faou,801,1720,21272,,,,,,,,,,,,,,,,,,,,,,,,
29054,La Feuillée,297,618,17042,,,,,,,,,,,,,,,,,,,,,,,,
29055,Le Folgoët,1360,3274,20751,48,6,,,,,,,,,66.4,57.7,3.0,5.7,35.7,7.8,4.0,2.2,1.1,0.7,-13.9,13779,32373,2.3
29056,La Forest-Landerneau,740,1902,23394,,,,,,,,,,,,,,,,,,,,,,,,
29057,La Forêt-Fouesnant,1630,3658,23993,60,8,,,,,,,,,58.3,48.5,2.7,7.2,40.5,17.4,2.6,1.2,0.8,0.6,-18.8,13693,44742,3.3
29058,Fouesnant,4739,10110,23816,61,7,,,,10,,,5,15,59.2,49.0,2.5,7.7,43.7,13.4,2.5,1.0,0.8,0.6,-18.8,13851,42735,3.1
29059,Garlan,420,1087,21113,,,,,,,,,,,,,,,,,,,,,,,,
29060,Gouesnach,1195,2875,23181,59,,,,,,,,,,69.6,58.8,2.9,7.9,34.2,10.4,2.9,1.6,0.8,0.5,-17.1,13715,38753,2.8
29061,Gouesnou,2500,6174,23559,60,5,,,,,,,,,75.4,66.1,3.1,6.3,29.6,10.5,3.3,1.7,0.9,0.8,-18.8,14461,39812,2.8
29062,Gouézec,479,1097,20203,,,,,,,,,,,,,,,,,,,,,,,,
29063,Goulien,211,444,19464,,,,,,,,,,,,,,,,,,,,,,,,
29064,Goulven,198,439,19777,,,,,,,,,,,,,,,,,,,,,,,,
29065,Gourlizon,391,937,20441,,,,,,,,,,,,,,,,,,,,,,,,
29066,Guengat,703,1756,21414,,,,,,,,,,,,,,,,,,,,,,,,
29067,Guerlesquin,572,1202,19359,,,,,,,,,,,,,,,,,,,,,,,,
29068,Guiclan,965,2446,19676,41,,,,,,,,,,74.9,61.2,3.6,10.1,23.8,8.9,5.4,3.1,1.4,0.9,-13.0,13301,29267,2.2
29069,Guilers,3073,7762,21966,56,5,,,,,,,,18,71.6,64.1,2.8,4.7,33.9,6.4,4.1,2.3,1.0,0.9,-16.0,14015,33948,2.4
29070,Guiler-sur-Goyen,233,539,18687,,,,,,,,,,,,,,,,,,,,,,,,
29071,Guilligomarc'h,323,727,19302,,,,,,,,,,,,,,,,,,,,,,,,
29072,Guilvinec,1550,2814,20696,48,10,,,,,,,,,45.7,37.6,3.0,5.1,54.1,10.4,3.8,1.1,1.7,1.1,-14.0,12370,33646,2.7
29073,Guimaëc,453,959,20432,,,,,,,,,,,,,,,,,,,,,,,,
29074,Guimiliau,410,1007,18987,,,,,,,,,,,,,,,,,,,,,,,,
29075,Guipavas,5916,14657,22384,58,6,,,7,,,,5,14,76.0,66.2,2.9,6.9,29.5,8.2,4.0,2.2,0.9,0.9,-17.7,13998,36425,2.6
29076,Milizac-Guipronvel,1671,4530,21726,55,6,,,,,,,,,78.5,66.8,2.3,9.4,25.3,7.4,4.4,3.0,0.7,0.6,-15.6,14023,33620,2.4
29077,Guissény,906,2025,19891,44,10,,,,,,,,,60.3,48.9,3.3,8.2,40.6,8.6,4.3,2.0,1.3,1.0,-13.8,12518,31268,2.5
29078,Hanvec,868,2129,20819,49,,,,,,,,,,73.8,63.0,3.3,7.6,28.9,8.0,4.0,2.4,1.0,0.7,-14.7,12806,34117,2.7
29079,Henvic,583,1309,20700,,,,,,,,,,,,,,,,,,,,,,,,
29080,Hôpital-Camfrout,952,2309,23013,56,,,,,,,,,,70.3,62.1,3.1,5.1,34.9,6.4,3.3,2.2,0.6,0.5,-14.9,14415,35583,2.5
29081,Huelgoat,732,1308,18831,,,,,,,,,,,,,,,,,,,,,,,,
29082,Île-de-Batz,245,474,21856,,,,,,,,,,,,,,,,,,,,,,,,
29085,Île-Tudy,406,778,23657,,,,,,,,,,,,,,,,,,,,,,,,
29086,Irvillac,559,1481,21260,,,,,,,,,,,,,,,,,,,,,,,,
29087,Le Juch,295,731,20292,,,,,,,,,,,,,,,,,,,,,,,,
29089,Kergloff,372,887,20743,,,,,,,,,,,,,,,,,,,,,,,,
29090,Kerlaz,331,800,21478,,,,,,,,,,,,,,,,,,,,,,,,
29091,Kerlouan,1089,2219,20129,43,10,,,,,,,,,51.5,41.9,3.1,6.5,49.0,8.6,3.9,1.6,1.4,0.9,-13.0,12447,32645,2.6
29093,Kernilis,524,1435,19355,,,,,,,,,,,,,,,,,,,,,,,,
29094,Kernouës,283,705,20100,,,,,,,,,,,,,,,,,,,,,,,,
29095,Kersaint-Plabennec,545,1484,22150,,,,,,,,,,,,,,,,,,,,,,,,
29097,Lampaul-Guimiliau,829,1991,20500,,,,,,,,,,,,,,,,,,,,,,,,
29098,Lampaul-Plouarzel,1025,2228,21704,51,,,,,,,,,,59.6,52.6,3.0,4.1,43.8,7.9,3.2,1.9,0.7,0.6,-14.5,13646,34288,2.5
29099,Lampaul-Ploudalmézeau,322,877,21193,,,,,,,,,,,,,,,,,,,,,,,,
29100,Lanarvily,158,422,20668,,,,,,,,,,,,,,,,,,,,,,,,
29101,Landéda,1623,3737,23430,56,7,,,,,,,,,70.9,59.3,2.9,8.7,34.5,9.0,3.2,1.7,0.8,0.7,-17.6,13799,38004,2.8
29102,Landeleau,430,892,18205,,,,,,,,,,,,,,,,,,,,,,,,
29103,Landerneau,6927,15063,20894,49,9,,9,11,10,,,5,21,73.6,64.4,2.9,6.3,30.1,6.7,5.3,2.2,1.7,1.4,-15.7,12755,33619,2.6
29104,Landévennec,148,292,19820,,,,,,,,,,,,,,,,,,,,,,,,
29105,Landivisiau,3992,8948,19422,43,12,,13,14,,,,7,23,71.0,61.6,3.3,6.1,28.1,10.1,6.7,2.7,2.3,1.7,-15.9,11984,31559,2.6
29106,Landrévarzec,712,1792,20567,,,,,,,,,,,,,,,,,,,,,,,,
29107,Landudal,365,893,19999,,,,,,,,,,,,,,,,,,,,,,,,
29108,Landudec,598,1390,19097,,,,,,,,,,,,,,,,,,,,,,,,
29109,Landunvez,717,1561,22913,,,,,,,,,,,,,,,,,,,,,,,,
29110,Langolen,353,863,20158,,,,,,,,,,,,,,,,,,,,,,,,
29111,Lanhouarneau,514,1320,18974,,,,,,,,,,,,,,,,,,,,,,,,
29112,Lanildut,454,999,23008,,,,,,,,,,,,,,,,,,,,,,,,
29113,Lanmeur,931,2058,20122,46,11,,,,,,,,,57.7,47.7,2.2,7.7,41.2,8.9,5.9,2.2,2.4,1.2,-13.7,11894,31007,2.6
29114,Lannéanou,161,345,18392,,,,,,,,,,,,,,,,,,,,,,,,
29115,Lannédern,130,290,16537,,,,,,,,,,,,,,,,,,,,,,,,
29116,Lanneuffret,59,154,20913,,,,,,,,,,,,,,,,,,,,,,,,
29117,Lannilis,2318,5606,20677,47,9,,,13,,,,6,21,69.9,61.2,2.9,5.8,29.9,9.6,5.2,2.8,1.3,1.1,-14.6,12863,32857,2.6
29119,Lanrivoaré,568,1483,21805,,,,,,,,,,,,,,,,,,,,,,,,
29120,Lanvéoc,810,1850,19340,,,,,,,,,,,,,,,,,,,,,,,,
29122,Laz,299,661,17781,,,,,,,,,,,,,,,,,,,,,,,,
29123,Lennon,336,805,19266,,,,,,,,,,,,,,,,,,,,,,,,
29124,Lesneven,3175,6897,19865,42,11,,,13,,,,7,22,66.9,57.4,3.3,6.2,33.3,8.3,6.0,2.5,2.1,1.4,-14.5,12274,31519,2.6
29125,Leuhan,368,812,18138,,,,,,,,,,,,,,,,,,,,,,,,
29126,Loc-Brévalaire,76,201,21212,,,,,,,,,,,,,,,,,,,,,,,,
29128,Loc-Eguiner,151,388,17972,,,,,,,,,,,,,,,,,,,,,,,,
29130,Locmaria-Plouzané,1979,5249,24292,65,5,,,,,,,,,78.0,69.3,2.7,6.1,28.9,7.3,3.1,2.0,0.6,0.5,-17.3,14723,37871,2.6
29131,Locmélar,191,455,19715,,,,,,,,,,,,,,,,,,,,,,,,
29132,Locquénolé,369,830,23654,,,,,,,,,,,,,,,,,,,,,,,,
29133,Locquirec,717,1440,23125,,,,,,,,,,,,,,,,,,,,,,,,
29134,Locronan,347,789,21128,,,,,,,,,,,,,,,,,,,,,,,,
29135,Loctudy,2026,4071,22758,58,8,,,,,,,,,44.9,36.5,2.3,6.1,54.3,15.2,2.4,1.0,0.9,0.6,-16.8,13328,39373,3.0
29136,Locunolé,459,1146,19831,,,,,,,,,,,,,,,,,,,,,,,,
29137,Logonna-Daoulas,923,2216,23289,59,,,,,,,,,,75.4,66.9,3.3,5.2,30.4,7.2,2.9,1.8,0.6,0.6,-15.9,14656,36534,2.5
29139,Lopérec,332,788,19628,,,,,,,,,,,,,,,,,,,,,,,,
29140,Loperhet,1462,3860,23357,60,5,,,,,,,,,80.2,69.9,3.3,7.0,25.6,7.5,3.6,2.2,0.7,0.7,-16.9,14295,39168,2.7
29141,Loqueffret,190,362,17265,,,,,,,,,,,,,,,,,,,,,,,,
29142,Lothey,186,456,20481,,,,,,,,,,,,,,,,,,,,,,,,
29143,Mahalon,366,884,20068,,,,,,,,,,,,,,,,,,,,,,,,
29144,La Martyre,295,783,19181,,,,,,,,,,,,,,,,,,,,,,,,
29145,Confort-Meilars,348,877,20317,,,,,,,,,,,,,,,,,,,,,,,,
29146,Melgven,1451,3375,20818,49,8,,,,,,,8,,65.1,57.1,3.2,4.8,35.3,9.5,3.8,2.3,0.9,0.6,-13.7,13177,31065,2.4
29147,Mellac,1320,3227,21495,53,7,,,,,,,,,74.7,66.5,3.1,5.1,27.7,7.5,4.5,2.5,1.1,0.9,-14.4,13163,32119,2.4
29148,Mespaul,395,965,19223,,,,,,,,,,,,,,,,,,,,,,,,
29150,Moëlan-sur-Mer,3350,7085,21518,53,10,,,,15,,,8,24,51.8,43.6,2.8,5.3,50.5,9.4,3.3,1.5,1.2,0.7,-15.0,12381,35950,2.9
29151,Morlaix,7280,13870,19036,42,19,35,25,23,19,9,,7,37,63.0,53.1,3.8,6.1,35.4,8.4,8.7,2.0,4.1,2.6,-15.5,9993,32903,3.3
29152,Motreff,301,681,19989,,,,,,,,,,,,,,,,,,,,,,,,
29153,Névez,1398,2861,22185,54,9,,,,,,,,,48.6,40.9,2.5,5.2,51.5,12.8,2.8,1.1,1.1,0.6,-15.7,12754,37735,3.0
29155,Ouessant,459,769,18195,,,,,,,,,,,,,,,,,,,,,,,,
29156,Pencran,720,2017,22259,56,,,,,,,,,,76.7,70.4,3.1,3.1,26.8,7.6,4.1,3.0,0.7,0.5,-15.2,14763,34846,2.4
29158,Penmarch,2716,5429,20457,46,10,,,,,,,8,24,49.8,39.9,2.8,7.2,49.5,11.8,3.5,1.2,1.5,0.8,-14.6,12422,36468,2.9
29159,Peumerit,361,807,20304,,,,,,,,,,,,,,,,,,,,,,,,
29160,Plabennec,3347,8315,21589,52,6,,,,,,,5,14,74.9,66.1,2.8,6.0,28.2,7.4,4.5,2.6,1.1,0.9,-15.0,13764,32804,2.4
29161,Pleuven,1295,3048,21739,55,,,,,,,,,,69.8,60.2,3.0,6.6,33.2,9.0,3.4,1.8,0.9,0.7,-15.4,14015,36135,2.6
29162,Pleyben,1579,3518,19236,40,10,,,,,,,8,,68.1,56.2,3.1,8.7,31.0,8.7,5.4,2.7,1.5,1.2,-13.2,12180,29211,2.4
29163,Pleyber-Christ,1356,3123,19780,45,13,,,,,,,9,,66.4,54.4,3.0,9.0,34.2,8.2,5.5,2.7,1.6,1.2,-14.3,11950,32075,2.7
29165,Plobannalec-Lesconil,1667,3575,22133,53,8,,,,,,,,,54.7,44.3,2.7,7.7,45.8,11.7,3.1,1.4,1.0,0.7,-15.3,13253,37819,2.9
29166,Ploéven,227,536,20017,,,,,,,,,,,,,,,,,,,,,,,,
29167,Plogastel-Saint-Germain,801,1949,20903,,,,,,,,,,,,,,,,,,,,,,,,
29168,Plogoff,639,1178,19315,,,,,,,,,,,,,,,,,,,,,,,,
29169,Plogonnec,1276,3087,20927,47,9,,,,,,,,,67.6,58.9,2.8,6.0,32.9,10.5,3.9,2.1,1.1,0.7,-14.9,12889,31731,2.5
29170,Plomelin,1773,4287,22497,58,7,,,,,,,,,67.7,59.1,2.5,6.1,35.6,9.5,3.5,1.9,0.9,0.7,-16.3,13860,36672,2.6
29171,Plomeur,1696,3982,21088,50,8,,,,,,,,,64.9,52.9,2.8,9.2,34.4,11.3,3.7,1.8,1.0,0.8,-14.3,12928,34202,2.6
29172,Plomodiern,1008,2163,21091,50,9,,,,,,,,,61.7,49.6,2.9,9.2,38.5,10.1,3.7,1.7,1.2,0.8,-14.0,12675,34614,2.7
29173,Plonéis,960,2438,20557,48,,,,,,,,,,79.8,70.9,3.1,5.9,22.3,5.8,5.9,2.9,1.7,1.2,-13.8,13189,29593,2.2
29174,Plonéour-Lanvern,2606,6044,20398,47,11,,,,,,,8,26,67.9,58.0,2.8,7.0,32.3,9.7,4.7,2.2,1.6,0.9,-14.6,12278,33306,2.7
29175,Plonévez-du-Faou,956,1960,18380,,,,,,,,,,,,,,,,,,,,,,,,
29176,Plonévez-Porzay,804,1800,20422,,,,,,,,,,,,,,,,,,,,,,,,
29177,Plouarzel,1499,3832,21891,54,7,,,,,,,,,71.2,60.8,2.7,7.8,31.2,8.8,3.9,2.5,0.8,0.6,-15.1,13681,34594,2.5
29178,Ploudalmézeau,2652,6291,21229,51,7,,,,,,,5,,65.0,55.0,2.4,7.6,38.0,8.3,4.3,2.4,1.2,0.8,-15.6,13859,33974,2.5
29179,Ploudaniel,1460,3655,21171,51,7,,,,,,,,,74.0,62.4,2.6,9.0,28.1,7.5,4.1,2.6,0.8,0.7,-13.7,13830,33694,2.4
